rank,feature,mean_abs_shap
88,cnn_embedding_1520,0.014604903180561735
89,cnn_embedding_1386,0.01448158098842498
90,cnn_embedding_1273,0.014438688349258655
91,cnn_embedding_285,0.014422419819868536
92,cnn_embedding_493,0.014376607220327742
93,cnn_embedding_652,0.014376578334994861
94,cnn_embedding_1218,0.014331086892309487
95,cnn_embedding_1148,0.014252139895538108
96,cnn_embedding_1285,0.014242641579085103
97,cnn_embedding_015,0.014140077840662003
98,cnn_embedding_1658,0.014122702270350373
99,cnn_embedding_1192,0.014094898463599747
100,cnn_embedding_259,0.014093793253665865
101,cnn_embedding_519,0.014067021289986315
102,cnn_embedding_1483,0.014040020548091548
103,cnn_embedding_1289,0.014026921797227487
104,cnn_embedding_1167,0.013883227162273215
105,cnn_embedding_772,0.013874699384621181
106,cnn_embedding_1371,0.013845447132925414
107,cnn_embedding_1002,0.013839916604700164
108,cnn_embedding_186,0.013827318281937551
109,cnn_embedding_171,0.013810155960452163
110,cnn_embedding_1000,0.013807863099859218
111,cnn_embedding_1926,0.013803671078866842
112,cnn_embedding_2044,0.013782850715506357
113,cnn_embedding_1561,0.013772656204844224
114,cnn_embedding_1288,0.013707532577217307
115,cnn_embedding_1529,0.013686986344308849
116,cnn_embedding_687,0.013644177995149675
117,cnn_embedding_387,0.013641037365295006
118,cnn_embedding_1755,0.01355513045581951
119,cnn_embedding_007,0.013519244255346053
120,cnn_embedding_1613,0.013495759792169793
121,cnn_embedding_1071,0.013491916115185631
122,cnn_embedding_1374,0.013479993834655346
123,cnn_embedding_1618,0.01344310742989876
124,cnn_embedding_518,0.013388584416100002
125,cnn_embedding_1174,0.013387096635447192
126,cnn_embedding_534,0.01329864959672591
127,cnn_embedding_445,0.013282985661612656
128,cnn_embedding_422,0.013196381704639748
129,cnn_embedding_1426,0.013176143383719818
130,cnn_embedding_538,0.013163044883916796
131,cnn_embedding_783,0.013142888827172784
132,cnn_embedding_1222,0.013127744052019353
133,cnn_embedding_1286,0.01301775423132483
134,cnn_embedding_204,0.012989648838771472
135,cnn_embedding_1320,0.012962278197250043
136,cnn_embedding_1354,0.012893220953752404
137,cnn_embedding_153,0.012864220219596234
138,cnn_embedding_1780,0.012856559060645622
139,cnn_embedding_1935,0.012854207268100026
140,cnn_embedding_798,0.012808299500657937
141,cnn_embedding_917,0.012773436749890265
142,cnn_embedding_1507,0.012688228806288749
143,cnn_embedding_1119,0.012677092800896617
144,cnn_embedding_1664,0.012651639155572525
145,cnn_embedding_497,0.012638852760811758
146,cnn_embedding_777,0.012623198988855222
147,cnn_embedding_1409,0.012569237252853327
148,cnn_embedding_1153,0.012542971495196297
149,cnn_embedding_1539,0.012524897145675595
150,cnn_embedding_763,0.012524334250784364
151,cnn_embedding_080,0.012360923336736818
152,cnn_embedding_1365,0.012335717855444272
153,cnn_embedding_265,0.012322819549225983
154,cnn_embedding_1673,0.012313669714106367
155,cnn_embedding_1316,0.012305974218597271
156,cnn_embedding_601,0.012278619188162133
157,cnn_embedding_1505,0.012235244069700002
158,cnn_embedding_668,0.01222649580140569
159,cnn_embedding_1436,0.012167963524160542
160,cnn_embedding_729,0.012144078108303803
161,cnn_embedding_1913,0.012118678085630918
162,cnn_embedding_166,0.012108470624548317
163,cnn_embedding_1850,0.012098649743103351
164,cnn_embedding_586,0.01203187988412111
165,cnn_embedding_792,0.012007637468031972
166,cnn_embedding_391,0.011957702611565679
167,cnn_embedding_1305,0.011850822004547013
168,cnn_embedding_967,0.011825061334263864
169,cnn_embedding_179,0.011823116508750786
170,cnn_embedding_1458,0.011791720008579887
171,cnn_embedding_1052,0.011784033536639881
172,cnn_embedding_1094,0.011710828082490733
173,cnn_embedding_1020,0.011684222601212468
174,cnn_embedding_262,0.011588483632206704
175,cnn_embedding_090,0.011585973604913136
